area_id,area_name,district,radius_m,store_name,store_category,latitude,longitude,distance_m
A001,충장로 / 금남로,동구,800,생애전략연구소,other,35.1493903898738,126.926735548128,772.8
A001,충장로 / 금남로,동구,800,크로우즈,retail,35.1457153271842,126.916642938496,236.3
A001,충장로 / 금남로,동구,800,난정,food,35.1402925205868,126.921729002999,781.5
A001,충장로 / 금남로,동구,800,헤어12.5충장,other,35.146453904516,126.91586303804,271.6
A001,충장로 / 금남로,동구,800,공차충장우체국점,food,35.1471755994306,126.916740215535,189.8
A001,충장로 / 금남로,동구,800,꽃담,food,35.1514644221971,126.914365337819,648.2
A001,충장로 / 금남로,동구,800,로댕장식,retail,35.1492635405813,126.912183761179,656.5
A001,충장로 / 금남로,동구,800,원진기획,other,35.1439493350614,126.917632360419,344.8
A001,충장로 / 금남로,동구,800,감자유학,other,35.149151125827,126.919020851285,251.1
A001,충장로 / 금남로,동구,800,전남일보광고대행,other,35.1500177501059,126.921017330864,401.0
A001,충장로 / 금남로,동구,800,못된고양이,retail,35.1480582271793,126.915718723223,308.3
A001,충장로 / 금남로,동구,800,그린출판기획,other,35.14189447699,126.917996549231,561.4
A001,충장로 / 금남로,동구,800,신데렐라미용실,other,35.1489573162647,126.912513317427,615.7
A001,충장로 / 금남로,동구,800,모드니modeny,food,35.1500385591971,126.925407066134,694.7
A001,충장로 / 금남로,동구,800,줄리엣,retail,35.1478358028256,126.920020796701,152.1
A001,충장로 / 금남로,동구,800,국제약국,retail,35.1421034717324,126.920520203895,555.8
A001,충장로 / 금남로,동구,800,꼬쟁이,food,35.1495781985535,126.924332002218,584.5
A001,충장로 / 금남로,동구,800,문화살롱1935,food,35.1453560886689,126.918563712667,173.0
A001,충장로 / 금남로,동구,800,인스트로,retail,35.1486247956301,126.913885448025,486.3
A001,충장로 / 금남로,동구,800,킹스꼬마김밥NC,food,35.1485613484395,126.91339167635,525.3
A001,충장로 / 금남로,동구,800,먹고또와,food,35.1534506498609,126.919071465653,728.8
A001,충장로 / 금남로,동구,800,튼튼한약국,retail,35.1436809762606,126.920705220477,397.7
A001,충장로 / 금남로,동구,800,유유담,food,35.1503221111371,126.917856402026,390.1
A001,충장로 / 금남로,동구,800,금사랑,retail,35.1499493096674,126.913203641353,611.4
A001,충장로 / 금남로,동구,800,도화,food,35.1507587814015,126.924012649237,639.3
A001,충장로 / 금남로,동구,800,르베뉴메이크업,other,35.1500551178761,126.923058531401,522.5
A001,충장로 / 금남로,동구,800,영안반점,food,35.1507878255613,126.913553934562,643.7
A001,충장로 / 금남로,동구,800,조군희세무회계사무소,other,35.1482910422246,126.913534626729,503.1
A001,충장로 / 금남로,동구,800,그냥집밥,food,35.1500262027118,126.920161320546,369.0
A001,충장로 / 금남로,동구,800,여명인쇄,other,35.1433193361743,126.919048574806,398.8
A001,충장로 / 금남로,동구,800,삼삼홀,food,35.1420123035817,126.918962082393,543.7
A001,충장로 / 금남로,동구,800,미래아이템,food,35.1490876478823,126.918450252631,245.3
A001,충장로 / 금남로,동구,800,텐퍼센트커피금남로점,cafe,35.1513192667088,126.913048542758,717.6
A001,충장로 / 금남로,동구,800,채명신헤어박스,other,35.1453169425712,126.914086460046,463.3
A001,충장로 / 금남로,동구,800,포토이즘박스광주,other,35.1498124081169,126.924101323885,580.7
A001,충장로 / 금남로,동구,800,한빛나노메디칼,retail,35.152096905503,126.916559607968,612.7
A001,충장로 / 금남로,동구,800,신앙촌상회,retail,35.1444296915058,126.921604332404,374.8
A001,충장로 / 금남로,동구,800,엘에이치엔컴퍼니,retail,35.1489683487194,126.915355634789,388.5
A001,충장로 / 금남로,동구,800,아토,retail,35.1499801789069,126.918723721684,342.6
A001,충장로 / 금남로,동구,800,에이팀,other,35.1434911272944,126.919849470882,390.9
A001,충장로 / 금남로,동구,800,모두여행사주,other,35.1526813896642,126.914550633369,750.0
A001,충장로 / 금남로,동구,800,오늘헤어,other,35.148814948573,126.915114360719,397.0
A001,충장로 / 금남로,동구,800,청하,food,35.15049950769,126.913718856231,611.2
A001,충장로 / 금남로,동구,800,섬마을,food,35.140274152015,126.921202312856,768.5
A001,충장로 / 금남로,동구,800,호텔여기어때충장로점,accommodation,35.1452902663243,126.914602254339,421.6
A001,충장로 / 금남로,동구,800,리바이스바디웨어충장로점,retail,35.1474465031079,126.917464226252,135.8
A001,충장로 / 금남로,동구,800,달콤한하루,retail,35.148713519682,126.911920971041,657.2
A001,충장로 / 금남로,동구,800,돌실나이광주예술,retail,35.1502413964093,126.918460075978,372.8
A001,충장로 / 금남로,동구,800,송하,food,35.1448586100672,126.916029285236,339.1
A001,충장로 / 금남로,동구,800,오렌즈금남로점E안경,retail,35.1472939405143,126.918452042041,54.0
A001,충장로 / 금남로,동구,800,세현보석,retail,35.1499493096674,126.913203641353,611.4
A001,충장로 / 금남로,동구,800,복있는약국,retail,35.152682751583,126.916504136159,676.0
A001,충장로 / 금남로,동구,800,신포우리만두전대,food,35.142861002501,126.921112032441,495.9
A001,충장로 / 금남로,동구,800,아이비프라임,retail,35.1480483756707,126.914522554245,409.3
A001,충장로 / 금남로,동구,800,금호기획인쇄사,other,35.1435178989004,126.919443424664,380.6
A001,충장로 / 금남로,동구,800,더세로,other,35.1522799704395,126.920718828202,623.1
A001,충장로 / 금남로,동구,800,으뜸플러스안경,retail,35.1481106761089,126.913403127966,508.8
A001,충장로 / 금남로,동구,800,엔씨포래즈;알퐁소,retail,35.1485613484395,126.91339167635,525.3
A001,충장로 / 금남로,동구,800,스플릿볼링,other,35.1446341002853,126.917236618686,289.3
A001,충장로 / 금남로,동구,800,조대탁구월드,other,35.1448197479537,126.92552156495,653.5
A001,충장로 / 금남로,동구,800,조은소리보청기,retail,35.1417701476059,126.920794859865,598.6
A001,충장로 / 금남로,동구,800,헤이즐,retail,35.1470913495768,126.912306808586,590.8
A001,충장로 / 금남로,동구,800,Style21번가,retail,35.1457468360973,126.910278095766,785.4
A001,충장로 / 금남로,동구,800,라피네,retail,35.1507955736998,126.911798008111,770.0
A001,충장로 / 금남로,동구,800,글라스온렌즈타운,retail,35.1479218981017,126.914116644669,440.7
A001,충장로 / 금남로,동구,800,아이젠,other,35.1483577302827,126.918725334878,162.2
A001,충장로 / 금남로,동구,800,르레브,retail,35.1461741771185,126.915424371174,317.4
A001,충장로 / 금남로,동구,800,아성,retail,35.148851010673,126.915125297499,398.4
A001,충장로 / 금남로,동구,800,마실,food,35.150704125131,126.923101818388,576.1
A001,충장로 / 금남로,동구,800,꿈꾸는허니문,other,35.1454805490754,126.91602864643,297.3
A001,충장로 / 금남로,동구,800,입구,food,35.1489556251532,126.923322948166,470.5
A001,충장로 / 금남로,동구,800,노동실업광주센터,other,35.148970552219,126.918571086142,231.2
A001,충장로 / 금남로,동구,800,청진해장국,food,35.1445220959843,126.925192626665,638.6
A001,충장로 / 금남로,동구,800,달구지소주코너,food,35.1417238091841,126.91887458215,575.6
A001,충장로 / 금남로,동구,800,주안리치,retail,35.1533671996773,126.915658374645,773.8
A001,충장로 / 금남로,동구,800,마케팅자동화시스템,other,35.1448241823641,126.918410610871,233.5
A001,충장로 / 금남로,동구,800,광동진씨,food,35.1463253501864,126.926057913919,663.0
A001,충장로 / 금남로,동구,800,멜본NC웨이브,retail,35.1485613484395,126.91339167635,525.3
A001,충장로 / 금남로,동구,800,브라더카샵,retail,35.1464868235523,126.911462465954,668.7
A001,충장로 / 금남로,동구,800,크림슨,food,35.1464892768568,126.914886323535,358.8
A001,충장로 / 금남로,동구,800,골목길1,food,35.1497051638207,126.925582959881,691.1
A001,충장로 / 금남로,동구,800,아우라,retail,35.1464279506211,126.917443306801,134.1
A001,충장로 / 금남로,동구,800,골드마젠,retail,35.1490131170005,126.914927592681,423.3
A001,충장로 / 금남로,동구,800,성산회관,food,35.1447824856576,126.910421811964,797.3
A001,충장로 / 금남로,동구,800,하나야플라워,retail,35.1471382564959,126.91488564784,356.9
A001,충장로 / 금남로,동구,800,타이거노래연습장,other,35.1467696088932,126.916191931582,237.6
A001,충장로 / 금남로,동구,800,에스케이메디텍,retail,35.1400466709555,126.917976456274,765.7
A001,충장로 / 금남로,동구,800,서정적인호텔,accommodation,35.1461185437356,126.913229656457,513.9
A001,충장로 / 금남로,동구,800,서광여행사주,other,35.1464386067866,126.919890476797,111.6
A001,충장로 / 금남로,동구,800,미디어광주,other,35.1491312719203,126.916332175752,334.5
A001,충장로 / 금남로,동구,800,남광주BYC,retail,35.14032864588,126.921838699268,781.2
A001,충장로 / 금남로,동구,800,리틀몬스터,other,35.1483577302827,126.918725334878,162.2
A001,충장로 / 금남로,동구,800,꽃분이,retail,35.1505496883821,126.921225331538,461.9
A001,충장로 / 금남로,동구,800,별이빛나는밤에,food,35.1506471117734,126.91861331382,417.0
A001,충장로 / 금남로,동구,800,천지인쇄기획,other,35.1440127501556,126.91810416043,327.2
A001,충장로 / 금남로,동구,800,더글라스대인점,retail,35.1529460201816,126.919269511348,673.6
A001,충장로 / 금남로,동구,800,가람디자인,other,35.1444550951798,126.919113292072,273.3
A001,충장로 / 금남로,동구,800,라플랑,food,35.1430008789384,126.914703406629,571.6
A001,충장로 / 금남로,동구,800,알로광주엔씨충장로점,retail,35.1485613484395,126.91339167635,525.3
A001,충장로 / 금남로,동구,800,제이웨딩플랜,other,35.1459043101995,126.91620379249,260.7
A001,충장로 / 금남로,동구,800,오월의동명동,food,35.1515436005232,126.925032556538,766.6
A001,충장로 / 금남로,동구,800,전국부동산경매연구소,other,35.1519593423622,126.913201506858,758.7
A001,충장로 / 금남로,동구,800,세무사이영배사무소,other,35.1479478481565,126.912591216554,576.4
A001,충장로 / 금남로,동구,800,NC웨이브에블린,retail,35.1485613484395,126.91339167635,525.3
A001,충장로 / 금남로,동구,800,루씨스튜디오,retail,35.1495887687321,126.926867062261,792.1
A001,충장로 / 금남로,동구,800,건강생활,retail,35.1519593423622,126.913201506858,758.7
A001,충장로 / 금남로,동구,800,독일보청기청각연구센터,retail,35.1421034717324,126.920520203895,555.8
A001,충장로 / 금남로,동구,800,반가사유커피로스터리,cafe,35.1434925307962,126.922000277369,477.7
A001,충장로 / 금남로,동구,800,603스튜디오,other,35.145606335156,126.915446906215,337.1
A001,충장로 / 금남로,동구,800,W화이트치과의원,other,35.1529460201816,126.919269511348,673.6
A001,충장로 / 금남로,동구,800,티월드모바일,retail,35.1476989363636,126.917540789898,144.9
A001,충장로 / 금남로,동구,800,미즈라이프,retail,35.1536760849972,126.919213915818,754.4
A001,충장로 / 금남로,동구,800,대도가방내스타일이야,retail,35.1534136490441,126.917666722619,731.6
A001,충장로 / 금남로,동구,800,조선고시원,accommodation,35.147128001167,126.926781471784,726.1
A001,충장로 / 금남로,동구,800,동명동이층,food,35.1503437131855,126.923310671619,561.1
A001,충장로 / 금남로,동구,800,동명금방,retail,35.1492436630442,126.922697143918,439.8
A001,충장로 / 금남로,동구,800,종합분식,food,35.1482802599824,126.924366126151,528.8
A001,충장로 / 금남로,동구,800,오파바로티,food,35.1524292252552,126.914858188846,711.6
A001,충장로 / 금남로,동구,800,한국화에이맥스미술학원,other,35.1529460201816,126.919269511348,673.6
A001,충장로 / 금남로,동구,800,아우스밀,food,35.1515424805328,126.923243699322,655.5
A001,충장로 / 금남로,동구,800,카페크라운,cafe,35.1469073868746,126.919999757097,109.1
A001,충장로 / 금남로,동구,800,대한견주관절학회호남제주지회,other,35.1420142840135,126.921979740972,615.4
A001,충장로 / 금남로,동구,800,아리네,accommodation,35.1416136870414,126.915999698072,640.6
A001,충장로 / 금남로,동구,800,보광옥,food,35.1495338849696,126.912095676185,676.3
A001,충장로 / 금남로,동구,800,레전드야구존,other,35.1476969147288,126.914621688409,390.1
A001,충장로 / 금남로,동구,800,광주상사,retail,35.1441751210851,126.918290548998,306.5
A001,충장로 / 금남로,동구,800,유나,retail,35.1498817531692,126.919810281889,344.0
A001,충장로 / 금남로,동구,800,동구종로약국,retail,35.1454575615683,126.922097166559,340.0
A001,충장로 / 금남로,동구,800,솔브,retail,35.1471755994306,126.916740215535,189.8
A001,충장로 / 금남로,동구,800,화월,retail,35.1482293787007,126.915564908732,329.2
A001,충장로 / 금남로,동구,800,세븐일레븐서석점,retail,35.1439263775093,126.923876343579,567.8
A001,충장로 / 금남로,동구,800,광주통상,retail,35.1536567919785,126.917337231464,763.0
A001,충장로 / 금남로,동구,800,옷장,retail,35.149759594579,126.92615357659,740.3
A001,충장로 / 금남로,동구,800,동문전자,other,35.153910795878,126.919751454305,784.3
A001,충장로 / 금남로,동구,800,향루,food,35.1435656603562,126.923602341446,572.8
A001,충장로 / 금남로,동구,800,광주영창악기,retail,35.145168729421,126.921482912651,310.7
A001,충장로 / 금남로,동구,800,더드림농수산,retail,35.1402289767914,126.921037760317,769.2
A001,충장로 / 금남로,동구,800,갤러리봄,retail,35.1499257428099,126.918197005914,340.9
A001,충장로 / 금남로,동구,800,한솥도시락금남로점,food,35.1489256094291,126.918757692969,225.3
A001,충장로 / 금남로,동구,800,전남일보광고대행,other,35.1500177501059,126.921017330864,401.0
A001,충장로 / 금남로,동구,800,청실홍실,retail,35.1497702364711,126.914893881646,477.5
A001,충장로 / 금남로,동구,800,금성복사문구,retail,35.1432673597084,126.922263855691,512.2
A001,충장로 / 금남로,동구,800,제로나인스포츠랩,other,35.1498817531692,126.919810281889,344.0
A001,충장로 / 금남로,동구,800,블루버블다이브,retail,35.1536760849972,126.919213915818,754.4
A001,충장로 / 금남로,동구,800,맨투맨,retail,35.1478358028256,126.920020796701,152.1
A001,충장로 / 금남로,동구,800,사과나무,retail,35.1478358028256,126.920020796701,152.1
A001,충장로 / 금남로,동구,800,오공주,other,35.1484787498612,126.911350566753,699.7
A001,충장로 / 금남로,동구,800,발루토커피,cafe,35.1522372317266,126.924362464613,779.7
A001,충장로 / 금남로,동구,800,예원,retail,35.1473748928432,126.918199558587,76.0
A001,충장로 / 금남로,동구,800,돈부리바쇼아카츠키,food,35.1468948891394,126.914885901228,355.9
A001,충장로 / 금남로,동구,800,남도스티카인쇄사,other,35.1428325277383,126.918939322589,452.5
A001,충장로 / 금남로,동구,800,통가,other,35.1537038525676,126.920311376399,768.9
A001,충장로 / 금남로,동구,800,고운헤어샵,other,35.1409863702432,126.921421089968,699.4
A001,충장로 / 금남로,동구,800,필,food,35.1447685651535,126.916161061885,337.3
A001,충장로 / 금남로,동구,800,옛날세상,retail,35.150196128639,126.918163812089,371.0
A001,충장로 / 금남로,동구,800,헤어붙임머리가발,retail,35.1499502458521,126.914520565445,516.2
A001,충장로 / 금남로,동구,800,본즈댄스보컬아카데미학원,other,35.1466978481254,126.91669680636,192.5
A001,충장로 / 금남로,동구,800,투어프랜드,other,35.1525734582387,126.914879988051,724.6
A001,충장로 / 금남로,동구,800,에이맥스,other,35.1523416021825,126.918512854251,605.6
A001,충장로 / 금남로,동구,800,남정복공인중개사사무소,other,35.1498270800069,126.918921412389,325.7
A001,충장로 / 금남로,동구,800,조이풀,food,35.1434208228896,126.922625835279,520.3
A001,충장로 / 금남로,동구,800,디자인비전,other,35.144120608584,126.917654135054,326.1
A001,충장로 / 금남로,동구,800,포토메카,other,35.1486700427641,126.914137807047,467.4
A001,충장로 / 금남로,동구,800,룬,retail,35.1478358028256,126.920020796701,152.1
A001,충장로 / 금남로,동구,800,동아리,retail,35.1477613781269,126.916585981764,222.9
A001,충장로 / 금남로,동구,800,대동기획,retail,35.144628005145,126.921626089565,360.3
A001,충장로 / 금남로,동구,800,매일그대와x정성,other,35.1450286003953,126.91421844764,465.7
A001,충장로 / 금남로,동구,800,동명전자,retail,35.1470104045375,126.926090216233,663.0
A001,충장로 / 금남로,동구,800,티이티디,food,35.1506499459132,126.922948226772,562.2
A001,충장로 / 금남로,동구,800,빛고을맛집,food,35.1486055237497,126.912151545502,633.5
A001,충장로 / 금남로,동구,800,이원건강의료기동구전남점,retail,35.142861002501,126.921112032441,495.9
A001,충장로 / 금남로,동구,800,세종의료재단,other,35.1422456279283,126.917436556613,532.2
A001,충장로 / 금남로,동구,800,푸른할인마트,retail,35.1516044008714,126.921410883206,574.4
A001,충장로 / 금남로,동구,800,세븐일레븐광주수기모아점,retail,35.1486587483612,126.910977248677,737.6
A001,충장로 / 금남로,동구,800,더빌리진,food,35.1446341002853,126.917236618686,289.3
A001,충장로 / 금남로,동구,800,켈리,retail,35.1451369575959,126.914492677185,438.0
A001,충장로 / 금남로,동구,800,첫번째,accommodation,35.1415523517994,126.918578474546,595.0
A001,충장로 / 금남로,동구,800,광주C＆C,other,35.1499630496139,126.920073587206,359.7
A001,충장로 / 금남로,동구,800,이든,retail,35.1458404511079,126.915106475529,355.9
A001,충장로 / 금남로,동구,800,여자만,food,35.1437462566747,126.924117929251,597.3
A001,충장로 / 금남로,동구,800,만남의광장,food,35.1404807973486,126.920181614926,724.8
A001,충장로 / 금남로,동구,800,까라벨라데오로,food,35.1497133271672,126.924211159334,583.0
A001,충장로 / 금남로,동구,800,신락원,food,35.1506794741657,126.913290661789,653.9
A001,충장로 / 금남로,동구,800,비전게이트,other,35.1498817531692,126.919810281889,344.0
A001,충장로 / 금남로,동구,800,한복나래,other,35.1451369575959,126.914492677185,438.0
A001,충장로 / 금남로,동구,800,폴리아,food,35.1503437131855,126.923310671619,561.1
A001,충장로 / 금남로,동구,800,대우의료기상사,retail,35.1422565518157,126.920289614874,533.8
A001,충장로 / 금남로,동구,800,고흥식당,food,35.1402925205868,126.921729002999,781.5
A001,충장로 / 금남로,동구,800,마얀,other,35.1463550057464,126.916225278304,241.8
A001,충장로 / 금남로,동구,800,우정당,retail,35.1478358028256,126.920020796701,152.1
A001,충장로 / 금남로,동구,800,설빙,food,35.1469319448156,126.916323452806,225.2
A001,충장로 / 금남로,동구,800,나나,retail,35.1478358028256,126.920020796701,152.1
A001,충장로 / 금남로,동구,800,윤슬베이커리,food,35.1490211032803,126.927185823455,798.1
A001,충장로 / 금남로,동구,800,광주마이퍼스트레이디,other,35.1438578020418,126.91560234438,446.1
A001,충장로 / 금남로,동구,800,아워,retail,35.1465877833289,126.913975385252,440.0
A001,충장로 / 금남로,동구,800,푸른스넥,food,35.1434473425126,126.921813770919,471.7
A001,충장로 / 금남로,동구,800,에꼴리에,retail,35.1505453521848,126.914816253404,543.6
A001,충장로 / 금남로,동구,800,제미앤제이,retail,35.1405505803201,126.916725015758,730.8
A001,충장로 / 금남로,동구,800,탤런트,retail,35.1499493096674,126.913203641353,611.4
A001,충장로 / 금남로,동구,800,르왕,retail,35.1474166599376,126.913447759305,490.0
A001,충장로 / 금남로,동구,800,지오크리에이티브호남지사,retail,35.142861002501,126.921112032441,495.9
A001,충장로 / 금남로,동구,800,파티슈,retail,35.1459126444771,126.915227112733,342.9
A001,충장로 / 금남로,동구,800,대인사진관,other,35.1538192981671,126.917721188444,775.6
A001,충장로 / 금남로,동구,800,고경주아트주얼리연구소,other,35.1400638073298,126.916670646252,784.4
A001,충장로 / 금남로,동구,800,수아비스헤어,other,35.1469319448156,126.916323452806,225.2
A001,충장로 / 금남로,동구,800,카페위,cafe,35.1416764696426,126.915549729696,651.7
A001,충장로 / 금남로,동구,800,바다갤러리,retail,35.149501589917,126.917440202598,314.6
A001,충장로 / 금남로,동구,800,두빈인쇄,other,35.1431752647889,126.919268186788,416.4
A001,충장로 / 금남로,동구,800,충장네일,other,35.148751048435,126.913973108739,484.7
A001,충장로 / 금남로,동구,800,임실댁가마솥추어탕,food,35.1523788319969,126.920279744208,623.9
A001,충장로 / 금남로,동구,800,아쿠치아,retail,35.1479125960276,126.913710612662,476.2
A001,충장로 / 금남로,동구,800,새벽별,retail,35.1487774942374,126.913139040321,555.4
A001,충장로 / 금남로,동구,800,섭,accommodation,35.1451636100032,126.91394396265,481.9
A001,충장로 / 금남로,동구,800,웰빙건강랜드,other,35.1413899294975,126.918315278836,614.3
A001,충장로 / 금남로,동구,800,디자인서석,other,35.1434911272944,126.919849470882,390.9
A001,충장로 / 금남로,동구,800,미디어메디컬,other,35.1449444654292,126.923162104824,452.3
A001,충장로 / 금남로,동구,800,만년식당,food,35.1528286676256,126.91900623296,659.5
A001,충장로 / 금남로,동구,800,미건인테리어,other,35.1409474652307,126.917141591921,678.9
A001,충장로 / 금남로,동구,800,밀물,food,35.147596575956,126.926561570877,709.9
A001,충장로 / 금남로,동구,800,수와니,retail,35.1478358028256,126.920020796701,152.1
A001,충장로 / 금남로,동구,800,현이네식당,food,35.1426250308173,126.918665193486,475.5
A001,충장로 / 금남로,동구,800,알엔케어,retail,35.1499502458521,126.914520565445,516.2
A001,충장로 / 금남로,동구,800,바로크,other,35.1478484844128,126.91229502228,600.8
A001,충장로 / 금남로,동구,800,HR기획,other,35.1502718744948,126.923738741392,585.0
A001,충장로 / 금남로,동구,800,프린팅협동조합,other,35.1441482354207,126.918521021411,307.0
A001,충장로 / 금남로,동구,800,여기Cafe,food,35.1486314192578,126.923773194461,491.4
A001,충장로 / 금남로,동구,800,동명할인마트,retail,35.1508751531872,126.92273949896,568.9
A001,충장로 / 금남로,동구,800,카페젬마,cafe,35.1496386177915,126.920161699115,328.7
A001,충장로 / 금남로,동구,800,신앙촌상회,retail,35.1524667419903,126.916965294815,641.1
A001,충장로 / 금남로,동구,800,궁전제과,food,35.1477260368915,126.917628555181,140.6
A001,충장로 / 금남로,동구,800,에이비웨딩컨설팅,other,35.1450464564687,126.91397700712,484.5
A001,충장로 / 금남로,동구,800,골드피아,retail,35.1499493096674,126.913203641353,611.4
A001,충장로 / 금남로,동구,800,그린플리워청과야채,retail,35.1538025454201,126.919619861875,771.1
A001,충장로 / 금남로,동구,800,대인기원,other,35.1533152402633,126.918764304551,713.3
A001,충장로 / 금남로,동구,800,로맨틱허니문앤투어,other,35.145441915189,126.912385394297,605.3
A001,충장로 / 금남로,동구,800,슬지건축사사무소,other,35.1506042599265,126.921982516978,503.4
A001,충장로 / 금남로,동구,800,행텐틴즈,retail,35.1487774942374,126.913139040321,555.4
A001,충장로 / 금남로,동구,800,모후모후,retail,35.1517240352233,126.925295781799,797.8
A001,충장로 / 금남로,동구,800,광양회관,food,35.1489657727863,126.91174511134,681.3
A001,충장로 / 금남로,동구,800,피에스,other,35.1433464575876,126.919169256339,396.6
A001,충장로 / 금남로,동구,800,ARTYS아르티스,retail,35.1497425135091,126.913928167897,544.2
A001,충장로 / 금남로,동구,800,빈티지무드,retail,35.1495409857918,126.922499324949,446.5
A001,충장로 / 금남로,동구,800,디디아이,other,35.149820868608,126.923223367288,516.9
A001,충장로 / 금남로,동구,800,어시장,food,35.1527621393873,126.914023760786,783.2
A001,충장로 / 금남로,동구,800,세무법인우일,other,35.1485599845906,126.911504117299,688.5
A001,충장로 / 금남로,동구,800,7번가피자충장로점,food,35.1480483756707,126.914522554245,409.3
A001,충장로 / 금남로,동구,800,르봉봉,retail,35.1447456764723,126.922394134207,405.2
A001,충장로 / 금남로,동구,800,커버,retail,35.1469943693408,126.91535767875,313.2
A001,충장로 / 금남로,동구,800,게임매니아,retail,35.1438793976516,126.920891578577,386.0
A001,충장로 / 금남로,동구,800,의대보청기,retail,35.142788318922,126.920234229374,475.4
A001,충장로 / 금남로,동구,800,보통의날,food,35.1494147602299,126.922444573104,433.6
A001,충장로 / 금남로,동구,800,한출판,other,35.1451487535268,126.918530998002,196.3
A001,충장로 / 금남로,동구,800,갤러리포·아르,retail,35.1425218221851,126.912827458668,729.3
A001,충장로 / 금남로,동구,800,등촌칼국수,food,35.1474469423932,126.91811169417,87.3
